"datagroup"	"dataset"	"subjectid"	"sessionid"	"scope type"	"scope"	"BASEXMax"	"BASEXMin"	"BASEXMean"	"BASEZMean"	"BASEYMax"	"BASEYMin"	"BASEYMean"	"BASEZMax"	"BASEZMin"	"BASEQ2Mean"	"BASEQ3Max"	"BASEQ0Mean"	"BASEQ0Min"	"BASEQ3Mean"	"BASEQ0Max"	"BASEQ3Min"	"BASEQ1Mean"	"BASEQ2Min"	"BASEQ2Max"	"BASEQ1Min"	"BASEQ1Max"	"DH_alpha1_SARAMax"	"DH_alpha1_SARAMin"	"DH_alpha1_SARAMean"	"DH_alpha2_SARAMean"	"DH_alpha2_SARAMax"	"DH_alpha2_SARAMin"	"DH_alpha3_SARAMax"	"DH_alpha3_SARAMin"	"DH_alpha3_SARAMean"	"DH_alpha4_SARAMax"	"DH_alpha4_SARAMin"	"DH_alpha4_SARAMean"	"DH_alpha5_SARAMean"	"DH_alpha5_SARAMin"	"DH_alpha5_SARAMax"	"DH_d1_SARAMean"	"DH_d1_SARAMin"	"DH_d1_SARAMax"	"DH_d4_SARAMax"	"DH_d4_SARAMin"	"DH_d4_SARAMean"	"DH_d5_SARAMax"	"DH_d5_SARAMean"	"DH_d5_SARAMin"	"DH_r1_SARAMin"	"DH_r1_SARAMean"	"DH_r1_SARAMax"	"DH_r2_SARAMin"	"DH_r2_SARAMean"	"DH_r2_SARAMax"	"DH_r3_SARAMean"	"DH_r3_SARAMax"	"DH_r3_SARAMin"	"DH_r4_SARAMean"	"DH_r4_SARAMax"	"DH_r4_SARAMin"	"DH_r5_SARAMin"	"DH_r5_SARAMax"	"DH_r5_SARAMean"	"Rot0Mean"	"Rot0Min"	"Rot0Max"	"Rot1Mean"	"Rot1Max"	"Rot1Min"	"Rot2Mean"	"Rot2Min"	"Rot2Max"	"Rot3Max"	"Rot3Mean"	"Rot3Min"	"Rot4Min"	"Rot4Max"	"Rot4Mean"	"Rot5Max"	"Rot5Min"	"Rot5Mean"	"TCPUR5eFitXMean"	"TCPUR5eFitZMean"	"TCPUR5eFitYMax"	"TCPUR5eFitZMax"	"TCPUR5eFitZMin"	"TCPUR5eFitXMax"	"TCPUR5eFitXMin"	"TCPUR5eFitYMean"	"TCPUR5eFitYMin"	"TCPPZMean"	"TCPPXMax"	"TCPPXMin"	"TCPPXMean"	"TCPPYMax"	"TCPPYMin"	"TCPPYMean"	"TCPPZMax"	"TCPPZMin"	"TCPQ2Mean"	"TCPQ1Max"	"TCPQ1Min"	"TCPQ0Mean"	"TCPQ2Min"	"TCPQ3Mean"	"TCPQ1Mean"	"TCPQ0Min"	"TCPQ2Max"	"TCPQ3Max"	"TCPQ0Max"	"TCPQ3Min"	"TCPUR5eXMax"	"TCPUR5eYMean"	"TCPUR5eXMin"	"TCPUR5eZMax"	"TCPUR5eZMin"	"TCPUR5eXMean"	"TCPUR5eZMean"	"TCPUR5eYMax"	"TCPUR5eYMin"	"TCPUR5ePZMax"	"TCPUR5ePXMax"	"TCPUR5ePZMean"	"TCPUR5ePYMean"	"TCPUR5ePYMin"	"TCPUR5ePYMax"	"TCPUR5ePXMean"	"TCPUR5ePXMin"	"TCPUR5ePZMin"	"Temperature0Mean"	"Temperature0Min"	"Temperature0Max"	"Temperature1Max"	"Temperature1Mean"	"Temperature1Min"	"Temperature2Min"	"Temperature2Mean"	"Temperature2Max"	"Temperature3Max"	"Temperature3Min"	"Temperature3Mean"	"Temperature4Min"	"Temperature4Max"	"Temperature4Mean"	"Temperature5Mean"	"Temperature5Max"	"Temperature5Min"	"TRIAL_INFO/cycle_nr"
"kirkdefault"	"20201109003_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"44"	"599.61"	"599.6"	"599.61"	"275.64"	"344.34"	"344.32"	"344.33"	"275.64"	"275.64"	"-0.01"	"0.49"	"-0.87"	"-0.87"	"0.49"	"-0.87"	"0.49"	"-0.49"	"-0.01"	"-0.01"	"-0.49"	"-0.49"	"-0.87"	"-0.87"	"-0.87"	"89.93"	"89.93"	"89.92"	"0.72"	"0.71"	"0.72"	"0.98"	"0.96"	"0.97"	"91.05"	"91.05"	"91.05"	"194.76"	"194.75"	"194.77"	"1450.36"	"1446.76"	"1449.31"	"76.05"	"75.59"	"75.4"	"534.62"	"536.47"	"540.94"	"-449.67"	"-449.45"	"-448.92"	"-382.74"	"-382.23"	"-382.96"	"19.8"	"20"	"19.32"	"23.55"	"23.56"	"23.56"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"239.78"	"337.18"	"-39.38"	"337.18"	"337.18"	"239.78"	"239.77"	"-39.39"	"-39.4"	"365.55"	"856.72"	"856.7"	"856.71"	"310.44"	"310.42"	"310.42"	"365.55"	"365.55"	"0.75"	"-0.46"	"-0.46"	"0.49"	"0.75"	"-0.34"	"-0.46"	"0.49"	"0.75"	"-0.34"	"0.49"	"-0.34"	"266.22"	"-34.86"	"266.2"	"334.84"	"334.84"	"266.21"	"334.84"	"-34.85"	"-34.87"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"3"
"kirkdefault"	"20201109003_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"45"	"600.47"	"600.45"	"600.46"	"275.67"	"345"	"344.99"	"344.99"	"275.67"	"275.67"	"-0.01"	"0.67"	"-0.74"	"-0.74"	"0.67"	"-0.74"	"0.67"	"-0.67"	"-0.01"	"-0.01"	"-0.67"	"-0.67"	"-0.89"	"-0.89"	"-0.89"	"89.9"	"89.9"	"89.9"	"0.43"	"0.43"	"0.43"	"0.39"	"0.25"	"0.32"	"91.27"	"91.22"	"91.33"	"194.1"	"194.09"	"194.14"	"1534.56"	"1532.94"	"1533.99"	"76.71"	"76.51"	"76.36"	"236.64"	"238.21"	"242"	"-445.08"	"-444.97"	"-444.68"	"-388.51"	"-387.44"	"-389.67"	"19.56"	"19.71"	"19.24"	"23.59"	"23.61"	"23.59"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"239.51"	"336.98"	"-111.35"	"336.98"	"336.97"	"239.51"	"239.5"	"-111.37"	"-111.37"	"365.62"	"859.25"	"859.24"	"859.25"	"238.51"	"238.49"	"238.49"	"365.62"	"365.61"	"0.74"	"-0.46"	"-0.46"	"0.49"	"0.74"	"-0.34"	"-0.46"	"0.49"	"0.74"	"-0.34"	"0.49"	"-0.34"	"265.96"	"-106.84"	"265.95"	"334.9"	"334.89"	"265.96"	"334.9"	"-106.82"	"-106.84"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"3"
"kirkdefault"	"20201109003_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"46"	"601.01"	"601"	"601"	"275.68"	"345.31"	"345.29"	"345.3"	"275.68"	"275.67"	"-0"	"0.77"	"-0.63"	"-0.64"	"0.77"	"-0.63"	"0.77"	"-0.77"	"-0"	"-0"	"-0.77"	"-0.77"	"-0.87"	"-0.87"	"-0.87"	"90.12"	"90.12"	"90.11"	"0.28"	"0.28"	"0.28"	"0.27"	"0.25"	"0.27"	"91.47"	"91.47"	"91.47"	"199.37"	"199.09"	"199.48"	"1551.34"	"1550.61"	"1551.12"	"77.26"	"77.04"	"76.95"	"30.33"	"31.48"	"34.22"	"-444.88"	"-444.86"	"-444.8"	"-400.51"	"-400.16"	"-400.64"	"19.65"	"19.75"	"19.42"	"23.69"	"23.7"	"23.7"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"239.43"	"336.78"	"-183.96"	"336.78"	"336.78"	"239.43"	"239.43"	"-183.97"	"-183.97"	"365.69"	"862"	"862"	"862"	"165.95"	"165.94"	"165.94"	"365.69"	"365.69"	"0.74"	"-0.46"	"-0.46"	"0.49"	"0.74"	"-0.34"	"-0.46"	"0.49"	"0.74"	"-0.34"	"0.49"	"-0.34"	"265.89"	"-179.44"	"265.89"	"334.96"	"334.96"	"265.89"	"334.96"	"-179.43"	"-179.44"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"3"
"kirkdefault"	"20201109003_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"47"	"601.52"	"601.51"	"601.52"	"275.6"	"345.49"	"345.48"	"345.49"	"275.6"	"275.6"	"-0"	"0.83"	"-0.56"	"-0.56"	"0.83"	"-0.56"	"0.83"	"-0.83"	"-0"	"-0"	"-0.83"	"-0.83"	"-0.88"	"-0.88"	"-0.88"	"89.94"	"89.95"	"89.94"	"0.33"	"0.33"	"0.33"	"0.27"	"0.25"	"0.26"	"91.03"	"91.03"	"91.03"	"195"	"194.95"	"195.08"	"1549.75"	"1549.28"	"1549.61"	"75.82"	"75.67"	"75.61"	"102.74"	"104.63"	"105.45"	"-445.61"	"-445.57"	"-445.52"	"-388.42"	"-388.21"	"-388.88"	"19.27"	"19.33"	"19.13"	"23.74"	"23.76"	"23.75"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"239.52"	"336.73"	"-256.84"	"336.73"	"336.73"	"239.52"	"239.52"	"-256.85"	"-256.86"	"365.91"	"864.93"	"864.93"	"864.93"	"93.14"	"93.12"	"93.12"	"365.91"	"365.91"	"0.74"	"-0.46"	"-0.46"	"0.49"	"0.74"	"-0.34"	"-0.46"	"0.49"	"0.74"	"-0.34"	"0.49"	"-0.34"	"265.99"	"-252.32"	"265.99"	"335.16"	"335.16"	"265.99"	"335.16"	"-252.3"	"-252.32"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"3"
"kirkdefault"	"20201109003_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"48"	"601.82"	"601.81"	"601.81"	"275.68"	"345.48"	"345.48"	"345.48"	"275.68"	"275.68"	"0"	"0.87"	"-0.5"	"-0.5"	"0.87"	"-0.5"	"0.87"	"-0.87"	"0"	"0"	"-0.87"	"-0.87"	"-0.87"	"-0.87"	"-0.87"	"90.17"	"90.18"	"90.16"	"0.33"	"0.33"	"0.33"	"0.48"	"0.47"	"0.47"	"91.08"	"91.08"	"91.08"	"200.61"	"200.26"	"200.78"	"1540.63"	"1540.39"	"1540.56"	"74.95"	"74.82"	"74.76"	"195.05"	"196.41"	"196.99"	"-445.25"	"-445.22"	"-445.17"	"-383.3"	"-383.15"	"-383.63"	"20.42"	"20.47"	"20.29"	"23.81"	"23.81"	"23.81"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"239.61"	"336.6"	"-329.22"	"336.6"	"336.59"	"239.61"	"239.6"	"-329.24"	"-329.24"	"366.04"	"867.84"	"867.83"	"867.83"	"20.81"	"20.79"	"20.79"	"366.05"	"366.04"	"0.74"	"-0.46"	"-0.46"	"0.49"	"0.74"	"-0.34"	"-0.46"	"0.49"	"0.74"	"-0.34"	"0.49"	"-0.34"	"266.09"	"-324.71"	"266.08"	"335.3"	"335.29"	"266.09"	"335.29"	"-324.69"	"-324.71"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"3"
"kirkdefault"	"20201109003_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"49"	"601.96"	"601.95"	"601.96"	"275.63"	"345.59"	"345.58"	"345.59"	"275.63"	"275.63"	"-0"	"0.89"	"-0.46"	"-0.46"	"0.89"	"-0.46"	"0.89"	"-0.89"	"-0"	"-0"	"-0.89"	"-0.89"	"-0.87"	"-0.87"	"-0.87"	"89.81"	"89.81"	"89.8"	"0.48"	"0.47"	"0.48"	"0.4"	"0.39"	"0.4"	"90.7"	"90.7"	"90.7"	"191.75"	"191.67"	"191.94"	"1527.28"	"1527.1"	"1527.22"	"75.01"	"74.92"	"74.88"	"262.16"	"263.22"	"263.7"	"-447.43"	"-447.35"	"-447.19"	"-385.18"	"-384.97"	"-385.62"	"18.64"	"18.68"	"18.56"	"23.82"	"23.83"	"23.82"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"239.39"	"336.19"	"-401.83"	"336.2"	"336.19"	"239.4"	"239.39"	"-401.84"	"-401.85"	"365.91"	"870.46"	"870.45"	"870.45"	"-51.75"	"-51.77"	"-51.77"	"365.91"	"365.9"	"0.74"	"-0.46"	"-0.46"	"0.49"	"0.74"	"-0.34"	"-0.46"	"0.49"	"0.74"	"-0.34"	"0.49"	"-0.34"	"265.89"	"-397.31"	"265.88"	"335.15"	"335.14"	"265.88"	"335.14"	"-397.3"	"-397.32"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"3"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"0"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"192.81"	"192.81"	"192.81"	"-76.63"	"-76.63"	"-76.63"	"104.93"	"104.93"	"104.93"	"-118.27"	"-118.27"	"-118.27"	"-89.72"	"-89.72"	"-89.72"	"-77.14"	"-77.14"	"-77.14"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"500"	"290"	"250"	"250"	"250"	"500"	"500"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"185.07"	"185.07"	"185.07"	"-80.25"	"-80.25"	"-80.25"	"109.44"	"109.44"	"109.44"	"-119.17"	"-119.17"	"-119.17"	"-89.72"	"-89.72"	"-89.72"	"-84.88"	"-84.88"	"-84.88"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"500"	"290"	"177.78"	"177.78"	"177.78"	"500"	"500"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"176.85"	"176.85"	"176.85"	"-82.8"	"-82.8"	"-82.8"	"112.47"	"112.47"	"112.47"	"-119.64"	"-119.64"	"-119.64"	"-89.73"	"-89.73"	"-89.73"	"-93.1"	"-93.1"	"-93.1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"500"	"290"	"105.56"	"105.56"	"105.56"	"500"	"500"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"3"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"168.44"	"168.44"	"168.44"	"-84.11"	"-84.11"	"-84.11"	"113.96"	"113.96"	"113.96"	"-119.83"	"-119.83"	"-119.83"	"-89.73"	"-89.73"	"-89.73"	"-101.51"	"-101.51"	"-101.51"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"500"	"290"	"33.33"	"33.33"	"33.33"	"500"	"500"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"4"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"160.19"	"160.19"	"160.19"	"-84.05"	"-84.05"	"-84.05"	"113.9"	"113.9"	"113.9"	"-119.82"	"-119.82"	"-119.82"	"-89.73"	"-89.73"	"-89.73"	"-109.76"	"-109.76"	"-109.76"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"500"	"290"	"-38.89"	"-38.89"	"-38.89"	"500"	"500"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"152.43"	"152.43"	"152.43"	"-82.65"	"-82.65"	"-82.65"	"112.29"	"112.29"	"112.29"	"-119.61"	"-119.61"	"-119.61"	"-89.73"	"-89.73"	"-89.73"	"-117.52"	"-117.52"	"-117.52"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"500"	"290"	"-111.11"	"-111.11"	"-111.11"	"500"	"500"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"6"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"145.41"	"145.41"	"145.41"	"-80"	"-80"	"-80"	"109.15"	"109.15"	"109.15"	"-119.12"	"-119.12"	"-119.12"	"-89.72"	"-89.72"	"-89.72"	"-124.54"	"-124.54"	"-124.54"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"500"	"290"	"-183.33"	"-183.33"	"-183.33"	"500"	"500"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"7"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"139.23"	"139.23"	"139.23"	"-76.31"	"-76.31"	"-76.31"	"104.52"	"104.52"	"104.52"	"-118.18"	"-118.18"	"-118.18"	"-89.72"	"-89.72"	"-89.72"	"-130.71"	"-130.71"	"-130.71"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"500"	"290"	"-255.55"	"-255.55"	"-255.55"	"500"	"500"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"8"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"133.9"	"133.9"	"133.9"	"-71.76"	"-71.76"	"-71.76"	"98.43"	"98.43"	"98.43"	"-116.65"	"-116.65"	"-116.65"	"-89.71"	"-89.71"	"-89.71"	"-136.04"	"-136.04"	"-136.04"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"500"	"290"	"-327.78"	"-327.78"	"-327.78"	"500"	"500"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"9"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"129.35"	"129.35"	"129.35"	"-66.46"	"-66.46"	"-66.46"	"90.85"	"90.85"	"90.85"	"-114.37"	"-114.37"	"-114.37"	"-89.7"	"-89.7"	"-89.7"	"-140.6"	"-140.6"	"-140.6"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"500"	"290"	"-400"	"-400"	"-400"	"500"	"500"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"10"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"124.4"	"124.4"	"124.4"	"-72.62"	"-72.62"	"-72.62"	"99.62"	"99.62"	"99.62"	"-116.97"	"-116.97"	"-116.97"	"-89.71"	"-89.71"	"-89.71"	"-145.55"	"-145.55"	"-145.55"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"435"	"290"	"-400"	"-400"	"-400"	"435"	"435"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
"kirkdefault"	"20201109002_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"11"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"128.88"	"128.88"	"128.88"	"-78.45"	"-78.45"	"-78.45"	"107.24"	"107.24"	"107.24"	"-118.76"	"-118.76"	"-118.76"	"-89.72"	"-89.72"	"-89.72"	"-141.07"	"-141.07"	"-141.07"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"290"	"435"	"290"	"-327.78"	"-327.78"	"-327.78"	"435"	"435"	"290"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"2"
